@relation Features_predicted

@attribute word0 numeric
@attribute word1 numeric
@attribute word2 numeric
@attribute word3 numeric
@attribute word4 numeric
@attribute word5 numeric
@attribute word6 numeric
@attribute word7 numeric
@attribute word8 numeric
@attribute word9 numeric
@attribute word10 numeric
@attribute word11 numeric
@attribute word12 numeric
@attribute word13 numeric
@attribute word14 numeric
@attribute word15 numeric
@attribute word16 numeric
@attribute word17 numeric
@attribute word18 numeric
@attribute word19 numeric
@attribute word20 numeric
@attribute word21 numeric
@attribute word22 numeric
@attribute word23 numeric
@attribute word24 numeric
@attribute word25 numeric
@attribute word26 numeric
@attribute word27 numeric
@attribute word28 numeric
@attribute word29 numeric
@attribute word30 numeric
@attribute word31 numeric
@attribute word32 numeric
@attribute word33 numeric
@attribute word34 numeric
@attribute word35 numeric
@attribute predictedclass {1,2,3,4,5,6,7,8,9,10}
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.072142,0.046792,0.013219,0.005674,0.005195,0.00664,0.011757,0.030842,0.072142,0.072142,0.027127,0.00847,0.005325,0.005022,0.005346,0.010348,0.029714,0.072142,0.072142,0.04483,0.013884,0.00751,0.005921,0.006779,0.012494,0.034798,0.072142,0.072142,0.02618,0.009413,0.005651,0.005052,0.004786,0.009052,0.025046,0.072142,6,6
0.075207,0.025842,0.009931,0.004946,0.007628,0.010936,0.011579,0.028147,0.075207,0.075207,0.023957,0.01292,0.009183,0.005744,0.003942,0.010035,0.03394,0.075207,0.075207,0.033416,0.013903,0.00891,0.007882,0.006143,0.010847,0.028297,0.075207,0.075207,0.023006,0.009514,0.003705,0.006747,0.006224,0.013803,0.027213,0.075207,6,6
0.062302,0.038506,0.017041,0.009458,0.009142,0.01121,0.017918,0.052094,0.062302,0.062302,0.027375,0.015102,0.007849,0.008472,0.008113,0.013622,0.037308,0.062302,0.062302,0.040977,0.01589,0.009518,0.009601,0.010487,0.016529,0.038866,0.062302,0.062302,0.022589,0.011686,0.007307,0.006824,0.00743,0.010927,0.019742,0.062302,5,6
0.069124,0.047213,0.01306,0.005629,0.004287,0.00486,0.009693,0.03205,0.069124,0.069124,0.02659,0.010359,0.005203,0.004264,0.00573,0.012828,0.036207,0.069124,0.069124,0.039157,0.012657,0.006152,0.00472,0.006051,0.012462,0.038607,0.069124,0.069124,0.040097,0.013377,0.007398,0.005045,0.005439,0.010434,0.02744,0.069124,7,5
0.071934,0.032188,0.013601,0.007738,0.008119,0.013652,0.020307,0.038076,0.071934,0.071934,0.023375,0.008098,0.005394,0.004809,0.004816,0.012211,0.03353,0.071934,0.071934,0.023372,0.009217,0.00578,0.006339,0.00905,0.018985,0.048902,0.071934,0.071934,0.020652,0.005779,0.003024,0.003061,0.006456,0.01078,0.027214,0.071934,5,5
0.069044,0.033646,0.012452,0.006696,0.005582,0.008169,0.01787,0.049468,0.069044,0.069044,0.036199,0.014591,0.008135,0.007427,0.010291,0.018908,0.057137,0.069044,0.069044,0.029052,0.00878,0.004344,0.003899,0.004089,0.007806,0.028009,0.069044,0.069044,0.023337,0.009315,0.00541,0.004392,0.004591,0.00788,0.021435,0.067786,5,5
0.071147,0.03826,0.009662,0.005095,0.004187,0.005082,0.010723,0.048376,0.071147,0.071147,0.021888,0.006644,0.004385,0.004456,0.00599,0.013108,0.041334,0.071147,0.071147,0.050002,0.010643,0.004897,0.004395,0.004477,0.008597,0.031774,0.071147,0.071147,0.035266,0.013821,0.006402,0.005438,0.004923,0.006884,0.024112,0.071147,7,7
0.068944,0.031726,0.012971,0.007996,0.007634,0.005849,0.010655,0.03299,0.068944,0.068944,0.030786,0.012356,0.007666,0.004394,0.004975,0.012304,0.038817,0.068944,0.068944,0.048521,0.015669,0.007577,0.004948,0.005883,0.011671,0.041092,0.068944,0.068944,0.031189,0.01484,0.006041,0.004728,0.00504,0.007125,0.023008,0.068944,6,7
0.073085,0.031428,0.010418,0.004715,0.006366,0.006217,0.010219,0.028712,0.073085,0.073085,0.034306,0.010436,0.005589,0.009298,0.009006,0.011955,0.028114,0.073085,0.073085,0.036216,0.009311,0.00356,0.003339,0.003954,0.008811,0.028526,0.073085,0.073085,0.043075,0.014707,0.004561,0.004187,0.004551,0.00878,0.034964,0.073085,4,7
0.07153,0.030521,0.011448,0.005512,0.005632,0.005606,0.011089,0.03303,0.07153,0.07153,0.032922,0.011794,0.005722,0.006114,0.007428,0.013692,0.034235,0.07153,0.07153,0.034995,0.012726,0.006572,0.005769,0.006064,0.008714,0.028853,0.07153,0.07153,0.035485,0.015022,0.008086,0.005319,0.005029,0.010207,0.030178,0.07153,4,4
0.065384,0.031476,0.012504,0.007193,0.007282,0.009761,0.018756,0.04964,0.065384,0.065384,0.023291,0.010171,0.006642,0.008142,0.009801,0.016449,0.042087,0.065384,0.065384,0.040381,0.01509,0.007193,0.006708,0.007964,0.012633,0.03278,0.065384,0.065384,0.027247,0.010897,0.007724,0.00736,0.007369,0.011395,0.028991,0.065384,6,6
0.074426,0.031058,0.010155,0.003764,0.0033,0.00493,0.01102,0.032156,0.074426,0.074426,0.028217,0.009934,0.004208,0.004752,0.006069,0.009688,0.028489,0.074426,0.074426,0.048593,0.015982,0.006973,0.005417,0.005832,0.009724,0.028805,0.074426,0.074426,0.03521,0.014376,0.006819,0.004435,0.004431,0.008626,0.021628,0.074426,4,6
0.070219,0.031564,0.013308,0.007537,0.006398,0.007423,0.012693,0.030421,0.070219,0.070219,0.023391,0.00809,0.006691,0.005967,0.006675,0.013268,0.026906,0.070219,0.070219,0.036343,0.015568,0.007425,0.007363,0.007184,0.012649,0.043015,0.070219,0.070219,0.038214,0.015572,0.007229,0.004746,0.004944,0.008872,0.028792,0.070219,6,6
0.068486,0.044524,0.015208,0.007606,0.004521,0.005921,0.011609,0.039541,0.068486,0.068486,0.036105,0.012485,0.005677,0.005142,0.00531,0.01313,0.036734,0.068486,0.068486,0.03019,0.009315,0.006469,0.006518,0.007343,0.016124,0.042856,0.068486,0.068486,0.026527,0.009112,0.004475,0.005806,0.006312,0.010997,0.026555,0.068486,6,6
0.075047,0.043975,0.012211,0.005136,0.004105,0.00575,0.011299,0.036623,0.075047,0.075047,0.024045,0.009092,0.005447,0.004236,0.004589,0.011429,0.027722,0.075047,0.075047,0.032153,0.011352,0.004629,0.002654,0.002768,0.007544,0.030792,0.075047,0.075047,0.036789,0.014641,0.008217,0.005489,0.004679,0.008152,0.024111,0.075047,7,6
0.07407,0.038101,0.010209,0.0058,0.004981,0.00621,0.012668,0.049621,0.07407,0.07407,0.028702,0.009386,0.004866,0.004331,0.005354,0.007491,0.025399,0.07407,0.07407,0.026978,0.010218,0.005695,0.004904,0.00495,0.011555,0.043291,0.07407,0.07407,0.023071,0.008846,0.004806,0.0043,0.004603,0.00989,0.031212,0.07407,6,5
0.058747,0.038692,0.016463,0.009956,0.008352,0.008892,0.016801,0.038043,0.058747,0.058747,0.031277,0.013281,0.0082,0.008905,0.012031,0.017503,0.042634,0.058747,0.058747,0.041332,0.016583,0.008307,0.008287,0.010554,0.017955,0.037241,0.058747,0.058747,0.035788,0.019122,0.010351,0.008167,0.007899,0.011854,0.025551,0.058747,6,5
0.08297,0.027617,0.006849,0.002619,0.003062,0.004655,0.011675,0.034222,0.08297,0.08297,0.020098,0.008423,0.00605,0.006991,0.005476,0.00963,0.027979,0.08297,0.08297,0.021563,0.008415,0.004257,0.003177,0.004713,0.008346,0.021629,0.08297,0.08297,0.025829,0.011389,0.006627,0.005521,0.00533,0.009837,0.024261,0.08297,6,5
0.065585,0.04605,0.012595,0.006717,0.006371,0.006478,0.011981,0.033443,0.065585,0.065585,0.02973,0.010173,0.006472,0.005972,0.007821,0.013922,0.026796,0.065585,0.065585,0.037728,0.014493,0.007733,0.006461,0.008577,0.016243,0.049115,0.065585,0.065585,0.029985,0.013984,0.009417,0.006947,0.006837,0.011795,0.031488,0.065585,5,7
0.07432,0.031694,0.013492,0.009246,0.008327,0.009375,0.021457,0.046536,0.07432,0.07432,0.029923,0.011113,0.006612,0.005981,0.006561,0.012324,0.040084,0.07432,0.07432,0.041974,0.010642,0.004964,0.007091,0.008424,0.012564,0.044221,0.07432,0.057994,0.01585,0.005483,0.002026,0.003559,0.003368,0.005654,0.017448,0.060096,5,7
0.071941,0.029456,0.008318,0.004851,0.004634,0.005169,0.012998,0.04085,0.071941,0.071941,0.02425,0.010415,0.005533,0.006115,0.007204,0.01501,0.033299,0.071941,0.071941,0.043237,0.013402,0.005743,0.004365,0.004401,0.008433,0.024855,0.071941,0.071941,0.040519,0.015339,0.006913,0.005919,0.005415,0.011184,0.026646,0.071941,7,7
0.067853,0.039508,0.012975,0.006319,0.005775,0.005043,0.01129,0.03094,0.067853,0.067853,0.033151,0.011018,0.005701,0.005621,0.006223,0.012492,0.02959,0.067853,0.067853,0.041001,0.012645,0.008182,0.006578,0.005882,0.012178,0.035277,0.067853,0.067853,0.03542,0.012684,0.007722,0.005708,0.006434,0.013679,0.038139,0.067853,6,4
0.073256,0.030729,0.007428,0.008062,0.01189,0.010336,0.014195,0.034232,0.073256,0.073256,0.021909,0.007732,0.006356,0.008741,0.011763,0.018927,0.034679,0.073256,0.073256,0.031317,0.008735,0.00757,0.007584,0.008971,0.014103,0.034162,0.073256,0.073256,0.019034,0.007218,0.004691,0.004637,0.005627,0.010105,0.023219,0.073256,7,6
0.074384,0.042703,0.010215,0.00441,0.003317,0.003756,0.009054,0.034287,0.074384,0.074384,0.02956,0.010281,0.005994,0.005727,0.004641,0.00667,0.022385,0.074384,0.074384,0.03227,0.010991,0.006728,0.006833,0.005646,0.010658,0.031748,0.074384,0.074384,0.035453,0.017427,0.006571,0.004769,0.004444,0.007156,0.031231,0.074384,6,6
0.071598,0.036305,0.008468,0.004235,0.004146,0.005847,0.011183,0.032922,0.071598,0.071598,0.028579,0.00831,0.004001,0.004339,0.008852,0.015646,0.028956,0.071598,0.071598,0.033941,0.011514,0.007031,0.005364,0.006052,0.01271,0.044479,0.071598,0.071598,0.024298,0.009289,0.005661,0.005414,0.007658,0.015548,0.03647,0.071598,4,6
0.07299,0.032111,0.010955,0.006795,0.005793,0.008187,0.014647,0.042218,0.07299,0.07299,0.022578,0.006454,0.003253,0.004468,0.006065,0.009693,0.028021,0.07299,0.07299,0.037504,0.01163,0.006066,0.006042,0.007278,0.011964,0.03551,0.07299,0.07299,0.036176,0.012402,0.00518,0.003671,0.004421,0.00801,0.028987,0.07299,7,6
0.069477,0.028484,0.012192,0.005417,0.004693,0.008435,0.016977,0.053821,0.069477,0.069477,0.024144,0.00784,0.00497,0.004999,0.008531,0.015048,0.043779,0.069477,0.069477,0.033368,0.009904,0.004786,0.004125,0.008265,0.015826,0.038999,0.069477,0.069477,0.027055,0.01104,0.005344,0.004623,0.006481,0.009749,0.025293,0.069477,5,6
0.040144,0.032729,0.023199,0.00774,0.024849,0.019878,0.031603,0.040144,0.040144,0.036212,0.036199,0.026039,0.010454,0.021188,0.016954,0.030689,0.037562,0.040144,0.040144,0.031308,0.025206,0.013685,0.020718,0.010991,0.029208,0.039821,0.040144,0.040144,0.034498,0.020195,0.007318,0.019445,0.007863,0.023416,0.039877,0.040144,5,5
0.079727,0.033249,0.009548,0.005265,0.004838,0.006748,0.013342,0.044394,0.079727,0.079727,0.031471,0.007611,0.003559,0.003583,0.004538,0.010442,0.042807,0.079727,0.079727,0.022532,0.006955,0.003084,0.00295,0.004023,0.007925,0.02979,0.079727,0.079727,0.02286,0.008826,0.002777,0.002664,0.003063,0.005149,0.018188,0.079727,5,5
0.07277,0.03138,0.011967,0.006533,0.005366,0.005708,0.011377,0.034389,0.07277,0.07277,0.026338,0.012389,0.007035,0.006139,0.006892,0.010439,0.02565,0.07277,0.07277,0.043007,0.013323,0.006996,0.005672,0.005601,0.007938,0.028084,0.07277,0.07277,0.033675,0.00967,0.00638,0.005597,0.006887,0.012241,0.031162,0.07277,6,7
0.068497,0.038857,0.012683,0.004057,0.005891,0.006485,0.012391,0.031521,0.068497,0.068497,0.034137,0.017524,0.00674,0.006014,0.006508,0.008629,0.023988,0.068497,0.068497,0.042207,0.011177,0.006899,0.006404,0.005444,0.014401,0.040996,0.068497,0.068497,0.025679,0.010085,0.007697,0.007142,0.007699,0.019813,0.030957,0.068497,6,7
0.068337,0.030984,0.013332,0.006931,0.007142,0.009717,0.015366,0.031336,0.068337,0.068337,0.033601,0.018673,0.009612,0.006994,0.006222,0.01289,0.034147,0.068337,0.068337,0.030889,0.015197,0.00741,0.007013,0.00915,0.015497,0.042142,0.068337,0.068337,0.02617,0.010745,0.005123,0.006307,0.005648,0.009821,0.025241,0.068337,6,7
0.07866,0.033416,0.011131,0.003805,0.003961,0.003676,0.006602,0.018902,0.07866,0.07866,0.019854,0.007751,0.005283,0.008049,0.007981,0.013195,0.02214,0.07866,0.07866,0.038783,0.013697,0.008714,0.005383,0.004728,0.010288,0.032696,0.07866,0.07866,0.028308,0.013327,0.011855,0.009491,0.005267,0.006678,0.015757,0.07866,6,7
0.074614,0.027745,0.010479,0.00768,0.004978,0.007393,0.018374,0.031846,0.074614,0.074614,0.02235,0.006948,0.00371,0.003123,0.003947,0.010981,0.029149,0.074614,0.074614,0.04008,0.016991,0.006866,0.005932,0.005761,0.01194,0.029094,0.074614,0.074614,0.02821,0.013846,0.007248,0.004579,0.005127,0.011692,0.027018,0.074614,6,4
0.069618,0.035854,0.009904,0.007607,0.00731,0.008865,0.013373,0.035575,0.069618,0.069618,0.018047,0.009687,0.008198,0.010733,0.013583,0.011393,0.020746,0.069618,0.069618,0.03431,0.014192,0.006244,0.007705,0.008101,0.014513,0.032604,0.069618,0.069618,0.033629,0.011251,0.008457,0.009511,0.009524,0.012587,0.029554,0.069618,6,6
0.078406,0.028694,0.008725,0.004612,0.005662,0.006855,0.012982,0.04334,0.078406,0.078406,0.026866,0.007987,0.002859,0.003243,0.004806,0.010767,0.032962,0.078406,0.078406,0.036644,0.00753,0.004952,0.005953,0.007058,0.012362,0.032748,0.078406,0.078406,0.021051,0.00577,0.004633,0.00464,0.003905,0.006372,0.018776,0.078406,4,6
0.068229,0.040839,0.013372,0.007365,0.008139,0.006652,0.0122,0.034226,0.068229,0.068229,0.044573,0.012438,0.006612,0.006,0.006577,0.014663,0.040762,0.068229,0.068229,0.033639,0.012136,0.005833,0.00692,0.00732,0.014704,0.040403,0.068229,0.068229,0.023001,0.008878,0.005148,0.004801,0.004129,0.008461,0.02437,0.068229,5,6
0.079606,0.036431,0.008287,0.004268,0.00384,0.0039,0.009155,0.037476,0.079606,0.079606,0.032334,0.008579,0.004527,0.004374,0.006145,0.011545,0.029276,0.079606,0.079606,0.022709,0.009275,0.005619,0.004674,0.005163,0.012572,0.0278,0.079606,0.079606,0.023974,0.011401,0.005733,0.003985,0.004296,0.008166,0.017641,0.079606,6,6
0.066758,0.031043,0.012775,0.007725,0.007899,0.011078,0.017567,0.051848,0.066758,0.066758,0.021913,0.010545,0.00793,0.007433,0.008241,0.013071,0.033201,0.066758,0.066758,0.033084,0.012389,0.008573,0.006575,0.006209,0.008408,0.029406,0.066758,0.066758,0.048046,0.021568,0.008268,0.004736,0.004947,0.007229,0.024229,0.066758,6,6
0.076906,0.030127,0.007573,0.003775,0.003872,0.005092,0.009362,0.032908,0.076906,0.076906,0.034001,0.011059,0.005621,0.004128,0.00542,0.010102,0.0272,0.076906,0.076906,0.034784,0.013056,0.006896,0.004943,0.004689,0.007763,0.025223,0.076906,0.076906,0.037562,0.011879,0.006506,0.005984,0.005034,0.007349,0.022849,0.076906,4,5
0.06559,0.041139,0.012718,0.006805,0.007117,0.0086,0.015253,0.039647,0.06559,0.06559,0.020619,0.009877,0.007935,0.008139,0.011312,0.017252,0.032442,0.06559,0.06559,0.046987,0.017465,0.009211,0.006241,0.00548,0.011531,0.032108,0.06559,0.06559,0.036441,0.017577,0.011325,0.007355,0.005519,0.007582,0.021598,0.06559,6,5
