@relation Features_predicted

@attribute word0 numeric
@attribute word1 numeric
@attribute word2 numeric
@attribute word3 numeric
@attribute word4 numeric
@attribute word5 numeric
@attribute word6 numeric
@attribute word7 numeric
@attribute word8 numeric
@attribute word9 numeric
@attribute word10 numeric
@attribute word11 numeric
@attribute word12 numeric
@attribute word13 numeric
@attribute word14 numeric
@attribute word15 numeric
@attribute word16 numeric
@attribute word17 numeric
@attribute word18 numeric
@attribute word19 numeric
@attribute word20 numeric
@attribute word21 numeric
@attribute word22 numeric
@attribute word23 numeric
@attribute word24 numeric
@attribute word25 numeric
@attribute word26 numeric
@attribute word27 numeric
@attribute word28 numeric
@attribute word29 numeric
@attribute word30 numeric
@attribute word31 numeric
@attribute word32 numeric
@attribute word33 numeric
@attribute word34 numeric
@attribute word35 numeric
@attribute predictedclass {1,2,3,4,5,6,7,8,9,10}
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.05931,0.039718,0.017385,0.010446,0.009217,0.009997,0.019041,0.042902,0.05931,0.056121,0.021102,0.010221,0.005923,0.007629,0.009007,0.018069,0.030202,0.05931,0.05931,0.055418,0.02373,0.00989,0.007574,0.008205,0.014221,0.038924,0.05931,0.05931,0.036767,0.015883,0.008714,0.008337,0.007484,0.013368,0.029336,0.05931,5,7
0.086211,0.042286,0.010324,0.003774,0.002592,0.00275,0.006968,0.041945,0.086211,0.086211,0.030965,0.014359,0.007926,0.0063,0.005163,0.01257,0.044154,0.086211,0.086211,0.015508,0.005467,0.000662,0.003537,0.000522,0.004688,0.014486,0.086211,0.086211,0.007254,0.003714,0.000215,0.002931,0.0004,0.004521,0.014334,0.086211,7,7
0.053125,0.019285,0.011967,0.008238,0.009503,0.013405,0.016488,0.034851,0.062534,0.062534,0.024246,0.013436,0.013373,0.016242,0.018102,0.016693,0.040294,0.062534,0.062534,0.039333,0.014958,0.009525,0.007323,0.009961,0.017686,0.047077,0.062534,0.062534,0.026026,0.011341,0.007363,0.006412,0.009256,0.01529,0.031464,0.062534,6,7
0.074239,0.030603,0.008529,0.003453,0.003016,0.003858,0.008537,0.039611,0.074239,0.074239,0.01935,0.007123,0.003537,0.004316,0.00634,0.009782,0.027919,0.074239,0.074239,0.051113,0.010692,0.004623,0.004189,0.004547,0.01071,0.042624,0.074239,0.074239,0.028662,0.008944,0.006274,0.005681,0.005166,0.012707,0.034184,0.074239,7,8
0.067753,0.032274,0.011082,0.006716,0.004907,0.005203,0.014226,0.03621,0.067753,0.067753,0.033673,0.009967,0.004909,0.004705,0.005545,0.014019,0.038279,0.067753,0.067753,0.045916,0.012885,0.006493,0.006445,0.007447,0.014254,0.041668,0.067753,0.067753,0.040207,0.012048,0.005863,0.004969,0.004158,0.009133,0.024776,0.067753,5,4
0.067415,0.040107,0.014418,0.007142,0.006557,0.007113,0.013374,0.030288,0.067415,0.067415,0.034354,0.012085,0.007212,0.005868,0.006601,0.01514,0.032588,0.067415,0.067415,0.037643,0.014987,0.008084,0.008824,0.007144,0.012805,0.031242,0.067415,0.067415,0.035031,0.015335,0.010071,0.006483,0.004859,0.008806,0.026519,0.067415,5,6
0.063106,0.037242,0.015178,0.007898,0.007618,0.008539,0.013999,0.034543,0.063106,0.063106,0.028326,0.013582,0.009301,0.01027,0.012288,0.01897,0.040151,0.063106,0.063106,0.037503,0.018159,0.008286,0.005619,0.005637,0.00921,0.02877,0.063106,0.063106,0.042443,0.024742,0.010538,0.007137,0.005911,0.009599,0.023694,0.063106,5,6
0.075424,0.032442,0.013661,0.006728,0.004882,0.006358,0.013261,0.036516,0.075424,0.075424,0.027709,0.011864,0.006874,0.006692,0.007145,0.01104,0.0292,0.075424,0.075424,0.032587,0.009615,0.005349,0.004832,0.006083,0.010378,0.032932,0.075424,0.075424,0.021166,0.009525,0.005221,0.005955,0.007406,0.010623,0.020568,0.075424,7,6
0.0752,0.030898,0.012772,0.007812,0.007259,0.006706,0.009148,0.028108,0.0752,0.0752,0.030944,0.010898,0.005129,0.004927,0.004979,0.010306,0.025611,0.0752,0.0752,0.04387,0.014997,0.006956,0.006477,0.006654,0.009499,0.029777,0.0752,0.0752,0.030699,0.009208,0.00502,0.004843,0.003154,0.006414,0.025333,0.0752,7,6
0.074687,0.026912,0.005318,0.002336,0.002465,0.003485,0.007235,0.027777,0.074687,0.074687,0.022762,0.005944,0.003268,0.003321,0.004679,0.017336,0.031774,0.074687,0.074687,0.055738,0.012597,0.004528,0.004189,0.005759,0.01243,0.039914,0.074687,0.074687,0.034691,0.009322,0.004737,0.004388,0.005526,0.011776,0.032297,0.074687,4,6
0.076719,0.027554,0.00917,0.004107,0.003427,0.004413,0.012119,0.04447,0.076719,0.076719,0.029834,0.008519,0.003609,0.003405,0.004642,0.011056,0.042447,0.076719,0.076719,0.029924,0.010045,0.005069,0.004119,0.004117,0.008786,0.037208,0.076719,0.076719,0.02735,0.007605,0.003411,0.002972,0.003389,0.006679,0.026801,0.076719,4,5
0.072671,0.027295,0.011575,0.008601,0.010438,0.011909,0.018828,0.042993,0.072671,0.072671,0.024869,0.01017,0.006077,0.005122,0.007384,0.014361,0.037361,0.072671,0.072671,0.026345,0.009948,0.005644,0.007757,0.00824,0.011153,0.03136,0.072671,0.072671,0.031568,0.013237,0.004144,0.003514,0.004734,0.006761,0.017241,0.072671,6,5
0.074162,0.022485,0.007842,0.005011,0.004762,0.005555,0.014455,0.052861,0.074162,0.074162,0.03245,0.013624,0.006609,0.00461,0.00631,0.013754,0.045437,0.074162,0.074162,0.025191,0.008066,0.00432,0.003889,0.004551,0.009286,0.029107,0.074162,0.074162,0.028687,0.011981,0.00587,0.004735,0.005813,0.008704,0.020734,0.074162,5,7
0.077052,0.032197,0.008291,0.003639,0.003438,0.004887,0.009497,0.031164,0.077052,0.077052,0.02372,0.006869,0.003451,0.004019,0.005979,0.010509,0.028499,0.077052,0.077052,0.034547,0.009651,0.004057,0.003408,0.004191,0.009911,0.041416,0.077052,0.077052,0.031828,0.0117,0.005014,0.004867,0.005698,0.010423,0.030711,0.077052,7,7
0.065434,0.043827,0.020006,0.014209,0.009518,0.007618,0.008793,0.025804,0.065434,0.065434,0.034442,0.019211,0.009999,0.005319,0.004732,0.008909,0.027801,0.065434,0.065434,0.034733,0.017959,0.008462,0.005577,0.005581,0.008992,0.017861,0.065434,0.065434,0.049616,0.021521,0.010411,0.006379,0.007391,0.012416,0.029441,0.065434,7,7
0.077971,0.030519,0.007143,0.003176,0.003383,0.0046,0.009066,0.029678,0.077971,0.077971,0.027488,0.007345,0.003831,0.007765,0.010367,0.012845,0.031737,0.077971,0.077971,0.038153,0.008107,0.003487,0.00395,0.006037,0.010138,0.033694,0.077971,0.077971,0.026404,0.009304,0.004228,0.005934,0.006218,0.008447,0.023185,0.077971,7,8
0.046712,0.023672,0.011978,0.006685,0.006788,0.006689,0.013102,0.02653,0.044333,0.056802,0.047107,0.020688,0.01298,0.011692,0.011323,0.023116,0.05274,0.056802,0.056802,0.035812,0.017802,0.009457,0.008429,0.011275,0.018983,0.039726,0.056802,0.056802,0.043872,0.021943,0.01402,0.011568,0.011316,0.017023,0.031827,0.056802,5,4
0.062137,0.036678,0.012127,0.006932,0.007314,0.006461,0.012341,0.04202,0.062137,0.062137,0.036688,0.014567,0.008729,0.009429,0.008511,0.013758,0.035002,0.062137,0.062137,0.031506,0.01199,0.006896,0.006992,0.009694,0.017634,0.048282,0.062137,0.062137,0.03129,0.01467,0.007931,0.007337,0.010109,0.017212,0.030803,0.062137,7,6
0.072666,0.033594,0.009775,0.004927,0.004471,0.005565,0.010599,0.036362,0.072666,0.072666,0.023557,0.010471,0.007039,0.005685,0.010455,0.015755,0.039108,0.072666,0.072666,0.037335,0.013258,0.009038,0.006108,0.005526,0.011142,0.034035,0.072666,0.072666,0.023222,0.012636,0.009131,0.005912,0.005257,0.008689,0.02002,0.072666,6,6
0.070998,0.029414,0.012135,0.005131,0.007811,0.008767,0.014336,0.031379,0.070998,0.070998,0.023975,0.010728,0.004453,0.004851,0.005279,0.011523,0.028264,0.070998,0.070998,0.052896,0.020492,0.009543,0.007817,0.008076,0.010277,0.02489,0.070998,0.070998,0.03226,0.01235,0.005124,0.004837,0.00481,0.010902,0.029693,0.070998,6,6
0.075043,0.035686,0.013256,0.006627,0.007293,0.006134,0.011231,0.03913,0.075043,0.075043,0.032462,0.011279,0.006199,0.006,0.006671,0.013569,0.042732,0.075043,0.075043,0.032401,0.011073,0.006731,0.004848,0.005208,0.011586,0.038118,0.075043,0.063535,0.019424,0.009385,0.006162,0.004232,0.00305,0.007473,0.020856,0.067386,6,6
0.078346,0.028218,0.008884,0.004649,0.005612,0.008338,0.016541,0.032016,0.078346,0.078346,0.023689,0.010205,0.003607,0.004126,0.005127,0.012455,0.027459,0.078346,0.078346,0.029567,0.014791,0.006684,0.004239,0.004344,0.008481,0.031066,0.078346,0.078346,0.028501,0.011478,0.004719,0.003415,0.003371,0.007331,0.024321,0.078346,5,6
0.083212,0.027125,0.00559,0.002442,0.002296,0.004007,0.008905,0.035343,0.083212,0.083212,0.029382,0.009736,0.005558,0.004986,0.006234,0.010541,0.030083,0.083212,0.083212,0.021433,0.004956,0.002534,0.002389,0.003624,0.008349,0.03266,0.083212,0.083212,0.025934,0.008671,0.005289,0.003748,0.003797,0.00663,0.022059,0.083212,5,5
0.074557,0.032719,0.011832,0.005682,0.003894,0.003505,0.008524,0.036347,0.074557,0.074557,0.022378,0.008861,0.005653,0.005664,0.004646,0.008941,0.028292,0.074557,0.074557,0.044315,0.014765,0.007015,0.006558,0.008442,0.012262,0.035953,0.074557,0.074557,0.029734,0.008425,0.005858,0.005763,0.005297,0.007779,0.02444,0.074557,6,5
0.074193,0.032293,0.011855,0.004449,0.003476,0.002913,0.007655,0.019898,0.074193,0.074193,0.026533,0.010317,0.004312,0.003271,0.004493,0.013871,0.048635,0.074193,0.074193,0.038369,0.012253,0.006782,0.004847,0.007038,0.01327,0.038658,0.074193,0.071266,0.02966,0.018566,0.010289,0.007387,0.00698,0.012005,0.022508,0.060992,4,7
0.065388,0.040822,0.017326,0.008273,0.0049,0.006528,0.015912,0.046084,0.065388,0.065388,0.025012,0.009247,0.005532,0.005776,0.009057,0.020227,0.033946,0.065388,0.065388,0.050507,0.018445,0.009447,0.006899,0.008039,0.013898,0.038523,0.065388,0.065388,0.022444,0.011493,0.007983,0.006269,0.006282,0.009323,0.018704,0.065388,6,7
0.070885,0.040067,0.012972,0.005728,0.00394,0.006208,0.012026,0.037666,0.070885,0.070885,0.032665,0.010712,0.004424,0.004643,0.00803,0.015943,0.035866,0.070885,0.070885,0.03524,0.011898,0.004409,0.003954,0.005848,0.010173,0.03336,0.070885,0.070885,0.028205,0.014589,0.004983,0.004765,0.006134,0.01111,0.027357,0.070885,7,7
0.055122,0.03793,0.015008,0.009433,0.006547,0.007977,0.016589,0.039987,0.055122,0.055122,0.033156,0.014566,0.008538,0.009092,0.012051,0.021444,0.044181,0.055122,0.055122,0.042002,0.0165,0.009726,0.008383,0.008599,0.015203,0.036422,0.055122,0.055122,0.042532,0.022771,0.016248,0.010773,0.010286,0.014925,0.028156,0.055122,4,4
0.058116,0.033287,0.016421,0.00896,0.009225,0.010213,0.020014,0.042699,0.058116,0.058107,0.026195,0.015899,0.011803,0.013715,0.013212,0.020316,0.046106,0.058116,0.058116,0.038723,0.011933,0.007886,0.009895,0.011496,0.024459,0.047302,0.058116,0.0511,0.026448,0.014952,0.009763,0.013144,0.008682,0.019179,0.024778,0.043507,5,6
0.075596,0.035788,0.008557,0.004671,0.004758,0.006525,0.010524,0.026395,0.075596,0.075596,0.023539,0.007329,0.003642,0.004268,0.00716,0.015209,0.038263,0.075596,0.075596,0.034555,0.013238,0.007885,0.005307,0.005959,0.009891,0.031782,0.075596,0.075596,0.022064,0.012592,0.008256,0.006369,0.008302,0.010466,0.021933,0.075596,7,6
0.075014,0.035886,0.013527,0.007234,0.005525,0.006314,0.011791,0.03744,0.075014,0.075014,0.033494,0.011079,0.006906,0.005896,0.007092,0.013198,0.040464,0.075014,0.075014,0.032554,0.011256,0.005939,0.005873,0.005181,0.011592,0.038369,0.075014,0.063814,0.019619,0.009957,0.005704,0.004394,0.003386,0.007394,0.020692,0.068345,6,6
0.073087,0.031045,0.011867,0.007598,0.006948,0.008065,0.012358,0.037908,0.073087,0.073087,0.029154,0.014991,0.006263,0.005073,0.006152,0.009161,0.030237,0.073087,0.073087,0.031364,0.008626,0.004829,0.003486,0.00586,0.01235,0.02956,0.073087,0.073087,0.031646,0.013363,0.008758,0.005142,0.005118,0.009874,0.02851,0.073087,7,6
0.05848,0.030215,0.011402,0.007569,0.008051,0.009016,0.021752,0.036791,0.05848,0.05848,0.026227,0.013446,0.009995,0.011635,0.013997,0.023581,0.045929,0.05848,0.05848,0.045339,0.020971,0.014947,0.013586,0.01171,0.016736,0.035992,0.05848,0.05848,0.029528,0.014559,0.008566,0.008685,0.006714,0.013249,0.021969,0.05848,5,6
0.062101,0.049365,0.021613,0.016755,0.01253,0.011265,0.021642,0.040797,0.062101,0.062101,0.024496,0.010883,0.007847,0.006495,0.005045,0.010407,0.023014,0.062101,0.062101,0.04895,0.020605,0.010636,0.008034,0.008667,0.015794,0.045919,0.062101,0.062101,0.023876,0.010933,0.007345,0.005102,0.003708,0.007454,0.024016,0.062101,5,5
0.070528,0.039199,0.00967,0.004443,0.003685,0.004499,0.013265,0.034585,0.070528,0.070528,0.019342,0.007331,0.005133,0.005515,0.004662,0.013027,0.026268,0.070528,0.070528,0.042173,0.013098,0.006329,0.005433,0.004455,0.011685,0.03605,0.070528,0.070528,0.044164,0.016018,0.007122,0.007025,0.006785,0.012377,0.032441,0.070528,7,5
0.072686,0.031187,0.011522,0.004086,0.002696,0.00305,0.009562,0.030526,0.072686,0.072686,0.043184,0.019823,0.008031,0.006454,0.006094,0.010622,0.027449,0.072686,0.072686,0.034583,0.011882,0.005396,0.003968,0.00395,0.007037,0.023492,0.072686,0.072686,0.036167,0.016907,0.008596,0.004651,0.006969,0.0129,0.027725,0.072686,7,7
0.066825,0.042076,0.01388,0.013661,0.008433,0.00594,0.012458,0.029045,0.066825,0.066825,0.030445,0.011264,0.005729,0.004728,0.006477,0.014614,0.025997,0.066825,0.066825,0.036535,0.016182,0.00797,0.006801,0.006945,0.011718,0.02958,0.066825,0.066825,0.040997,0.015105,0.008408,0.006919,0.007104,0.012267,0.034119,0.066825,7,7
0.07889,0.033786,0.009485,0.005009,0.004651,0.004016,0.006291,0.025702,0.07889,0.07889,0.023863,0.007168,0.003123,0.00498,0.005359,0.007957,0.024798,0.07889,0.07889,0.031094,0.011303,0.007108,0.006119,0.00619,0.01035,0.035458,0.07889,0.07889,0.030854,0.010075,0.005014,0.005143,0.005623,0.009171,0.029191,0.07889,7,7
0.065067,0.048083,0.019659,0.010044,0.007213,0.008621,0.01259,0.026093,0.065067,0.065067,0.03185,0.011418,0.005752,0.005742,0.007361,0.012467,0.025865,0.065067,0.065067,0.03792,0.017512,0.008402,0.006964,0.009496,0.017612,0.044049,0.065067,0.065067,0.025432,0.01305,0.009451,0.007545,0.009602,0.013155,0.026519,0.065067,7,4
0.09299,0.025399,0.006661,0.000122,0.003655,0.000039,0.007275,0.027425,0.09299,0.09299,0.028493,0.009513,0.000183,0.005406,0.000061,0.006127,0.012547,0.09299,0.09299,0.023426,0.007245,0.000209,0.007091,0.000059,0.00531,0.013579,0.09299,0.09299,0.023256,0.008658,0.00016,0.006364,0.000105,0.007603,0.020112,0.09299,7,6
0.069289,0.04661,0.012912,0.006451,0.004347,0.004989,0.010249,0.035293,0.069289,0.069289,0.035861,0.011003,0.005511,0.00454,0.004945,0.011144,0.031894,0.069289,0.069289,0.035079,0.01164,0.005661,0.004586,0.005681,0.011743,0.040083,0.069289,0.069289,0.038486,0.013179,0.006257,0.004044,0.004981,0.009393,0.029123,0.069289,5,6
0.071577,0.04248,0.01329,0.006429,0.00623,0.00669,0.01125,0.03089,0.071577,0.071577,0.035913,0.01097,0.004988,0.005359,0.006227,0.011374,0.034419,0.071577,0.071577,0.044812,0.014234,0.007287,0.006826,0.007522,0.011718,0.030838,0.071577,0.071577,0.024373,0.008611,0.004638,0.005013,0.004614,0.009127,0.021783,0.071055,6,6
0.075206,0.03211,0.009267,0.004942,0.004021,0.004995,0.01049,0.039111,0.075206,0.075206,0.024819,0.009638,0.006397,0.004052,0.005222,0.010006,0.035413,0.075206,0.075206,0.042228,0.011304,0.004805,0.003187,0.003972,0.009372,0.035014,0.075206,0.075206,0.030575,0.01141,0.006396,0.004205,0.004602,0.007584,0.023217,0.075206,6,6
0.072492,0.029262,0.007913,0.004143,0.003178,0.003291,0.008699,0.033483,0.072492,0.072492,0.021471,0.007924,0.003774,0.003411,0.003214,0.007871,0.025914,0.072492,0.072492,0.057437,0.019493,0.008871,0.004794,0.004499,0.00896,0.03639,0.072492,0.072492,0.038483,0.011742,0.008453,0.005707,0.005311,0.010492,0.035881,0.072492,4,5
0.067228,0.044715,0.012871,0.00913,0.007378,0.007462,0.013284,0.032202,0.067228,0.067228,0.024704,0.01009,0.00717,0.007576,0.005209,0.00803,0.019521,0.067228,0.067228,0.046892,0.022699,0.01058,0.008278,0.006572,0.009585,0.02403,0.067228,0.067228,0.046503,0.017451,0.00949,0.00737,0.005978,0.009468,0.027937,0.067228,5,5
0.070567,0.046911,0.014111,0.008372,0.007174,0.007294,0.011327,0.027213,0.070567,0.070567,0.025594,0.010139,0.006838,0.006476,0.006084,0.007464,0.021226,0.070567,0.070567,0.033731,0.014146,0.007252,0.005558,0.004829,0.007791,0.027367,0.070567,0.070567,0.044202,0.018435,0.010333,0.007675,0.007839,0.011118,0.028965,0.070567,6,5
0.07889,0.033786,0.009485,0.005009,0.004651,0.004016,0.006291,0.025702,0.07889,0.07889,0.023863,0.007168,0.003123,0.00498,0.005359,0.007957,0.024798,0.07889,0.07889,0.031094,0.011303,0.007108,0.006119,0.00619,0.01035,0.035458,0.07889,0.07889,0.030854,0.010075,0.005014,0.005143,0.005623,0.009171,0.029191,0.07889,7,7
0.069157,0.039723,0.01103,0.006481,0.006211,0.00738,0.012963,0.032855,0.069157,0.069157,0.022231,0.007253,0.003825,0.004586,0.005779,0.013995,0.030934,0.069157,0.069157,0.044789,0.015088,0.00622,0.00549,0.007247,0.015997,0.041023,0.069157,0.069157,0.033862,0.012444,0.00745,0.007016,0.005056,0.010311,0.029502,0.069157,5,7
0.066423,0.038975,0.010244,0.005124,0.005452,0.006253,0.013829,0.045807,0.066423,0.066423,0.029844,0.011156,0.006087,0.006234,0.007002,0.015506,0.036514,0.066423,0.066423,0.03914,0.012173,0.006656,0.00651,0.006956,0.013683,0.036276,0.066423,0.066423,0.03488,0.015548,0.008216,0.006503,0.007345,0.011134,0.02557,0.066423,6,7
