@relation Features_predicted

@attribute word0 numeric
@attribute word1 numeric
@attribute word2 numeric
@attribute word3 numeric
@attribute word4 numeric
@attribute word5 numeric
@attribute word6 numeric
@attribute word7 numeric
@attribute word8 numeric
@attribute word9 numeric
@attribute word10 numeric
@attribute word11 numeric
@attribute word12 numeric
@attribute word13 numeric
@attribute word14 numeric
@attribute word15 numeric
@attribute word16 numeric
@attribute word17 numeric
@attribute word18 numeric
@attribute word19 numeric
@attribute word20 numeric
@attribute word21 numeric
@attribute word22 numeric
@attribute word23 numeric
@attribute word24 numeric
@attribute word25 numeric
@attribute word26 numeric
@attribute word27 numeric
@attribute word28 numeric
@attribute word29 numeric
@attribute word30 numeric
@attribute word31 numeric
@attribute word32 numeric
@attribute word33 numeric
@attribute word34 numeric
@attribute word35 numeric
@attribute word36 numeric
@attribute word37 numeric
@attribute word38 numeric
@attribute word39 numeric
@attribute word40 numeric
@attribute word41 numeric
@attribute word42 numeric
@attribute word43 numeric
@attribute word44 numeric
@attribute word45 numeric
@attribute word46 numeric
@attribute word47 numeric
@attribute word48 numeric
@attribute word49 numeric
@attribute word50 numeric
@attribute word51 numeric
@attribute word52 numeric
@attribute word53 numeric
@attribute word54 numeric
@attribute word55 numeric
@attribute word56 numeric
@attribute word57 numeric
@attribute word58 numeric
@attribute word59 numeric
@attribute word60 numeric
@attribute word61 numeric
@attribute word62 numeric
@attribute word63 numeric
@attribute predictedclass {1,2,3,4,5,6,7,8,9,10}
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
-0.005792,-0.006448,0.006446,0.006623,-0.020146,0.006558,0.093865,0.116161,0.024415,0.054864,0.104858,0.084271,-0.000943,-0.002012,0.002423,0.002382,-0.055931,-0.011455,0.056006,0.019765,-0.034348,-0.131656,0.363115,0.336099,0.178117,-0.067151,0.36133,0.177235,0.015372,-0.008495,0.020399,0.021802,-0.05986,0.015705,0.060019,0.019032,-0.141755,-0.077661,0.238389,0.156284,0.324671,-0.017462,0.474021,0.109419,-0.008175,-0.022704,0.016533,0.025724,-0.00278,0.00103,0.003074,0.001566,-0.061877,0.063432,0.061961,0.063432,0.060782,0.017976,0.077986,0.030485,-0.001116,0.000426,0.001664,0.000973,5,5
-0.000359,-0.001345,0.000506,0.001345,-0.000551,-0.015182,0.004512,0.017422,-0.001049,-0.018201,0.011383,0.022045,0.001314,0.001242,0.001343,0.001271,-0.004272,-0.011656,0.008858,0.013027,-0.155251,-0.280146,0.161388,0.280146,0.216992,-0.123706,0.383044,0.160396,0.002072,0.000643,0.002072,0.001547,-0.022013,-0.022909,0.030591,0.029637,-0.156382,-0.061729,0.161453,0.09883,0.443949,0.002403,0.523655,0.066492,-0.000976,0.00101,0.001608,0.00212,-0.00113,-0.001495,0.003127,0.003052,-0.02013,-0.013615,0.025414,0.021931,0.074508,0.008429,0.074923,0.021773,0.001252,-0.001347,0.001374,0.001495,7,7
-0.001112,0.002212,0.002123,0.004232,-0.007903,-0.018167,0.016095,0.031645,0.007711,-0.012704,0.008619,0.018434,0.000787,-0.003404,0.00081,0.003404,-0.024896,0.00638,0.025081,0.016757,-0.22609,-0.17686,0.395856,0.262131,0.280539,-0.069777,0.409285,0.145809,-0.01474,-0.016838,0.024054,0.017591,-0.049891,-0.005906,0.050025,0.007779,-0.189054,0.058498,0.230697,0.185121,0.282587,0.040062,0.421452,0.108652,-0.045182,-0.012762,0.064538,0.015981,-0.004305,-0.002509,0.004305,0.002594,0.000906,0.032062,0.031391,0.036906,-0.005716,-0.00585,0.034891,0.023357,-0.000885,-0.000642,0.005172,0.002523,6,7
-0.003669,-0.002567,0.003991,0.00352,0.000833,-0.022834,0.06113,0.023049,0.025256,-0.003848,0.025256,0.007918,0.000153,-0.001257,0.000153,0.001257,-0.049951,-0.012045,0.049951,0.014386,-0.046379,0.010715,0.450068,0.097539,0.344015,0.010284,0.34607,0.100709,-0.006219,0.014268,0.006407,0.014858,-0.048757,0.016849,0.048757,0.023074,-0.078865,0.086102,0.420879,0.12903,0.339787,-0.000511,0.394841,0.158716,-0.013287,-0.010455,0.013287,0.046137,-0.001684,0.002503,0.002022,0.0029,-0.030939,0.004185,0.072326,0.013787,0.054627,0.017758,0.054814,0.020192,-0.000544,-0.00065,0.000562,0.00072,6,6
0.000279,-0.000437,0.000794,0.001363,-0.001638,-0.002312,0.006812,0.005903,0.003048,-0.010447,0.008932,0.010791,0.001982,-0.000941,0.001985,0.001167,-0.005855,0.002829,0.007988,0.006551,-0.319177,-0.154675,0.32389,0.163992,0.315371,-0.049587,0.332018,0.133604,-0.007319,-0.015675,0.032965,0.02768,-0.020573,-0.000131,0.021078,0.006585,-0.271515,0.022502,0.306897,0.091713,0.333145,0.012925,0.438744,0.082279,-0.023224,-0.00451,0.065084,0.01881,-0.000434,-0.00063,0.000958,0.000818,-0.059196,0.017238,0.060002,0.017837,0.060551,0.006538,0.068791,0.011186,-0.001695,0.004881,0.00572,0.005606,6,6
-0.001285,0.000475,0.001562,0.000752,-0.058226,-0.01474,0.058667,0.015889,0.060124,-0.018656,0.076532,0.028101,0.001703,-0.004275,0.005068,0.005768,-0.014293,0.003723,0.015172,0.008178,-0.282837,0.057304,0.326914,0.118407,0.324841,-0.008281,0.464433,0.088588,-0.025275,0.01173,0.06337,0.029183,0.000419,-0.008788,0.004856,0.008788,-0.298279,0.116624,0.31881,0.12249,0.26324,0.052405,0.360033,0.139727,-0.004088,0.010346,0.026211,0.020022,0.001005,-0.000573,0.001005,0.001164,0.001901,-0.001467,0.006827,0.005663,-0.000475,0.013294,0.016392,0.014123,0.002016,0.000461,0.002016,0.000481,7,6
-0.000412,0.002176,0.000586,0.002881,-0.005262,-0.006183,0.038829,0.020018,0.013016,-0.020832,0.057046,0.025791,0.003781,-0.002214,0.003781,0.002214,-0.009854,0.004849,0.011696,0.042168,-0.324954,-0.106005,0.527912,0.213797,0.334202,-0.038388,0.374401,0.075228,0.024609,-0.004349,0.028266,0.011001,-0.008873,-0.012371,0.011177,0.025782,-0.023493,0.091802,0.396832,0.137877,0.08517,0.116807,0.230412,0.16078,0.016708,-0.013809,0.016708,0.014422,-0.000782,-0.000125,0.000782,0.000125,0.010777,0.00143,0.043176,0.004277,-0.000746,0.012163,0.006892,0.012463,-0.000115,0.00147,0.00027,0.001493,7,6
-0.001535,-0.00198,0.00202,0.002393,0.021983,0.001162,0.098524,0.033415,0.003539,0.001792,0.007169,0.012016,-0.00254,0.002482,0.00255,0.002575,-0.033491,-0.004863,0.036492,0.015585,0.209878,-0.039202,0.565395,0.12009,0.080066,-0.007777,0.098822,0.042383,-0.012057,-0.005653,0.012465,0.006413,-0.008083,0.008074,0.014382,0.008074,0.16494,0.089501,0.717526,0.16262,0.013975,-0.026886,0.067173,0.046823,-0.009144,-0.013544,0.010598,0.013544,-0.000466,0.00108,0.000516,0.001375,-0.003761,0.029044,0.019242,0.031111,-0.011208,-0.00045,0.013703,0.004866,-0.001229,0.000063,0.001317,0.001081,6,6
-0.001805,-0.002168,0.001805,0.002379,0.007216,-0.000557,0.037097,0.017059,0.009278,0.012633,0.022768,0.014276,-0.002499,0.00168,0.002499,0.00168,0.000783,0.019507,0.001962,0.019507,-0.155207,0.115836,0.516308,0.177308,0.191231,-0.021051,0.247332,0.085805,-0.01824,0.008019,0.018326,0.008719,0.000029,0.00087,0.000159,0.004515,-0.335086,0.020437,0.360008,0.060648,0.279427,0.037403,0.451431,0.097565,-0.011652,-0.009902,0.01226,0.010759,-0.000218,-0.001987,0.000364,0.003624,-0.05402,-0.005553,0.057749,0.036178,0.042408,-0.027238,0.063657,0.033249,-0.003463,-0.001138,0.003765,0.002696,7,5
-0.002205,0.000384,0.005552,0.00501,0.031502,0.035351,0.031765,0.035507,0.014582,0.013237,0.015101,0.019969,0.001869,0.001303,0.001872,0.001303,0.042282,0.017552,0.056735,0.030597,-0.070888,-0.112381,0.220522,0.224704,0.220767,-0.11088,0.311876,0.174394,0.018009,0.021921,0.019352,0.021921,0.074381,0.013455,0.084972,0.014961,-0.275715,-0.061473,0.351637,0.179893,0.438223,-0.01564,0.438223,0.166068,0.021605,0.007061,0.023875,0.01696,0.008511,0.001175,0.00936,0.002974,-0.040625,0.028092,0.057115,0.042357,0.054685,0.018819,0.081692,0.032193,0.001564,-0.004218,0.001583,0.004305,7,7
-0.001598,-0.001812,0.002402,0.003282,0.011379,-0.014355,0.017114,0.023666,0.012327,-0.02513,0.01257,0.02513,0.001855,-0.004788,0.002044,0.004788,-0.006003,-0.036641,0.050501,0.063929,0.215502,0.013939,0.462461,0.168154,-0.072915,-0.05729,0.159326,0.101808,0.008766,-0.017144,0.01066,0.017144,-0.011617,0.007544,0.019286,0.030134,0.276393,0.010531,0.523139,0.104162,-0.239489,-0.192919,0.388164,0.198476,0.009466,-0.011206,0.012294,0.013301,0.003859,0.005267,0.004667,0.005575,-0.015195,-0.015349,0.050394,0.032857,-0.012272,-0.002574,0.054203,0.014218,0.005175,0.001823,0.005887,0.003945,6,7
-0.000112,-0.000347,0.000112,0.000347,-0.026589,-0.016689,0.028815,0.019515,0.0261,-0.014449,0.029298,0.014449,0.005271,-0.000874,0.005303,0.002137,-0.007853,-0.030494,0.007853,0.030494,0.125482,-0.025986,0.487759,0.199774,-0.15306,0.006147,0.242294,0.094169,0.063857,-0.033795,0.064009,0.033795,-0.006041,-0.02929,0.006041,0.029741,0.162448,-0.045535,0.483003,0.240914,-0.156823,-0.198867,0.395713,0.198867,0.044696,-0.003593,0.048083,0.011681,-0.000103,0.005818,0.000305,0.006135,-0.010486,-0.003702,0.063907,0.019224,-0.027667,-0.025123,0.069725,0.025405,0.008085,-0.003787,0.008401,0.003787,5,6
0.000367,0.000585,0.000924,0.000609,0.002315,-0.000338,0.010532,0.002512,0.001274,0.000547,0.004421,0.001268,0.000509,0.000153,0.000546,0.00016,0.004517,-0.003536,0.007547,0.005155,-0.209477,-0.138354,0.297691,0.148622,0.216582,-0.128955,0.22327,0.13179,0.00462,-0.007382,0.00462,0.007787,0.001787,-0.01172,0.011443,0.01172,-0.338216,-0.045405,0.398072,0.156541,0.422466,0.077915,0.428452,0.085402,-0.002134,0.008366,0.002217,0.008653,0.002684,0.000484,0.004563,0.001843,-0.023614,-0.016392,0.11123,0.027013,0.053231,-0.002851,0.053445,0.006355,0.000054,-0.00011,0.000144,0.000403,6,6
-0.003569,-0.003823,0.00357,0.003823,0.008004,-0.025863,0.018657,0.02677,0.03564,-0.002012,0.037717,0.012598,-0.00286,-0.007913,0.005773,0.008155,-0.039736,-0.027405,0.039736,0.027405,0.34522,0.01314,0.464443,0.124975,-0.065675,0.055924,0.259344,0.18091,-0.01707,-0.002871,0.07982,0.118631,-0.032559,-0.014537,0.032559,0.015831,0.411565,-0.007948,0.4444,0.119107,0.060271,0.002192,0.262505,0.200723,-0.005287,0.038792,0.039778,0.050554,-0.005137,0.001425,0.005137,0.002388,0.04459,-0.019578,0.052916,0.020956,0.034907,-0.0252,0.034907,0.0252,-0.0013,0.000686,0.003526,0.002386,6,6
-0.006058,-0.005703,0.007037,0.006506,0.036758,-0.003416,0.04037,0.022985,-0.013408,0.032321,0.015151,0.032321,0.004044,0.001308,0.004044,0.001308,-0.109998,0.059727,0.119103,0.065471,0.426425,0.106561,0.603747,0.237513,0.00057,0.035789,0.153583,0.082018,0.016078,0.010622,0.016078,0.010655,-0.00553,0.001336,0.024576,0.023268,0.05847,0.061235,0.394141,0.340632,0.022054,-0.068648,0.102694,0.124067,0.014337,0.007244,0.016823,0.011806,0.000266,0.003014,0.000616,0.003016,-0.00122,0.016977,0.006868,0.018239,-0.005833,0.013419,0.014136,0.02096,0.004149,0.00307,0.004186,0.007853,7,6
0.000837,0.000913,0.000865,0.000996,-0.003124,0.002332,0.010502,0.00637,-0.001097,-0.009785,0.010964,0.010326,0.000578,-0.000752,0.000581,0.001038,0.003833,0.002253,0.00423,0.004079,-0.330714,-0.111774,0.336718,0.115004,0.282281,-0.053833,0.290435,0.0758,-0.018402,-0.003433,0.019078,0.015511,-0.00264,0.002332,0.004151,0.003655,-0.368285,-0.000422,0.368285,0.053427,0.376798,0.04287,0.381484,0.067638,-0.015934,0.00347,0.015955,0.007718,-0.000648,-0.000517,0.000674,0.0006,-0.0452,0.006228,0.0452,0.007386,0.047249,-0.000001,0.047249,0.003036,-0.002847,-0.000104,0.002945,0.003118,6,6
-0.003886,0.000735,0.00394,0.001299,0.001279,-0.01613,0.052556,0.019946,0.02644,-0.018495,0.026552,0.0198,-0.000208,-0.000571,0.000306,0.000741,-0.01682,0.005365,0.016856,0.006955,-0.330726,-0.04006,0.339611,0.094412,0.40243,-0.12341,0.40243,0.129324,0.000692,-0.002035,0.002853,0.005998,-0.006197,-0.00446,0.006482,0.006947,-0.218324,0.259566,0.226909,0.260915,0.208067,0.172582,0.246091,0.183332,0.011717,0.000779,0.011717,0.003116,0.000675,-0.000797,0.000843,0.000877,0.00137,-0.00012,0.003777,0.002973,-0.009008,0.00394,0.013389,0.00557,0.001492,-0.000591,0.001492,0.000591,6,6
-0.000725,0.000275,0.001208,0.000934,-0.041991,-0.015366,0.042912,0.016838,0.024212,0.033381,0.053493,0.04816,0.000525,-0.000331,0.000526,0.000684,-0.007772,-0.002097,0.008317,0.00405,-0.189098,-0.039202,0.342054,0.088543,0.207588,-0.020586,0.238663,0.163999,-0.003621,0.008015,0.003679,0.01468,0.000046,-0.011895,0.00838,0.011895,-0.384083,0.043591,0.390465,0.076173,0.432544,0.009348,0.437677,0.09417,-0.004989,-0.004618,0.005128,0.010697,0.00257,-0.000487,0.00276,0.001084,-0.013263,0.014722,0.015082,0.023245,0.010353,0.002736,0.027371,0.033802,0.000466,0.00053,0.000496,0.002449,6,5
0.004319,-0.002002,0.014384,0.00874,0.019053,-0.004574,0.036691,0.031633,-0.026809,0.028478,0.048,0.028561,0.003095,0.000624,0.003095,0.000886,-0.047217,0.04625,0.089685,0.057288,0.294881,0.047408,0.512494,0.210209,-0.175679,0.037848,0.31743,0.067325,0.020937,0.011034,0.020937,0.011034,0.007172,-0.005363,0.024854,0.032782,-0.034249,-0.081456,0.428231,0.388672,0.04001,-0.070607,0.209668,0.209185,0.010302,0.010722,0.010644,0.010722,0.002156,0.005994,0.00231,0.006382,-0.01739,0.029809,0.01739,0.030334,0.009531,0.008919,0.015696,0.011986,0.000513,-0.000042,0.001816,0.000977,5,7
0.000936,-0.005176,0.001473,0.005193,0.002202,-0.017828,0.004471,0.017828,-0.000378,-0.00653,0.00324,0.00653,-0.003356,-0.001306,0.003389,0.001337,-0.096769,-0.005599,0.098948,0.066082,0.340849,-0.159323,0.502153,0.383356,0.101661,0.042269,0.11031,0.133368,-0.018343,0.010541,0.018343,0.012826,-0.061111,-0.028711,0.104634,0.045681,0.327815,0.11896,0.401614,0.268404,0.050387,-0.03232,0.083707,0.057861,-0.003101,0.003286,0.005507,0.010794,0.001569,-0.003144,0.011759,0.004992,0.040612,-0.004958,0.047384,0.018713,0.01286,-0.015097,0.01336,0.015145,0.000556,-0.001348,0.000786,0.002128,7,7
-0.010596,0.002444,0.010828,0.002959,0.035998,-0.008178,0.057646,0.020149,-0.006805,-0.001581,0.031192,0.017251,0.000239,-0.001013,0.003977,0.001343,-0.071869,0.001773,0.073553,0.013107,0.347878,0.064037,0.510705,0.099376,-0.182501,0.0434,0.360173,0.11939,0.006739,0.000949,0.013809,0.018649,-0.076508,-0.005563,0.076848,0.018548,0.227102,-0.012272,0.39783,0.133632,-0.116842,-0.15068,0.300406,0.171174,0.021672,0.000726,0.03038,0.022876,-0.005727,-0.002684,0.008565,0.007469,-0.016224,-0.006533,0.06387,0.044397,0.01334,0.02083,0.032162,0.031678,0.00219,0.001108,0.00409,0.002296,7,6
0.000004,-0.000295,0.00016,0.000394,-0.010445,-0.022085,0.010445,0.022266,0.008681,-0.013258,0.008857,0.014703,-0.000356,0.000166,0.000356,0.000287,-0.011763,-0.005108,0.011801,0.006216,0.07169,-0.068084,0.583819,0.255924,0.086466,0.036472,0.09476,0.064693,-0.001157,0.00291,0.002145,0.003127,-0.093999,-0.064118,0.094091,0.06449,0.369003,-0.085854,0.560761,0.209354,0.085075,-0.066597,0.088629,0.068108,0.002118,0.000982,0.003452,0.002053,-0.010382,-0.000494,0.01235,0.003878,0.052565,0.016432,0.059058,0.018424,0.017826,0.00488,0.017826,0.006146,0.000579,0.000005,0.000651,0.000179,6,6
0.006713,0.001401,0.006825,0.001519,-0.009162,0.002629,0.027836,0.014306,0.048272,-0.012122,0.048272,0.012122,-0.000016,-0.000403,0.000335,0.00042,0.014739,0.012782,0.030755,0.031182,-0.099899,-0.142003,0.115172,0.19161,0.409091,-0.102776,0.409091,0.103944,-0.004536,-0.005435,0.004536,0.005706,-0.053018,0.035979,0.053123,0.038014,-0.144587,0.03887,0.19977,0.244844,0.4318,0.103137,0.441931,0.131224,-0.008161,-0.004708,0.008161,0.004708,-0.001135,-0.002011,0.001953,0.003442,-0.022997,0.053033,0.039469,0.056822,0.04945,0.010215,0.058841,0.02588,-0.002112,0.000636,0.00224,0.000829,6,6
-0.002077,-0.002427,0.006799,0.00418,0.000241,-0.046254,0.020948,0.06019,0.003089,-0.013859,0.029558,0.024227,-0.000881,-0.002542,0.000893,0.00264,-0.056467,0.005654,0.061273,0.02535,-0.047374,0.001626,0.21121,0.138515,0.260689,-0.059455,0.418352,0.092997,-0.019154,0.004166,0.024154,0.010347,-0.048772,0.027582,0.050985,0.02762,-0.088138,0.224803,0.209706,0.524072,0.182224,0.147224,0.432256,0.166748,-0.035537,0.007694,0.045261,0.01068,-0.000436,-0.000599,0.0005,0.000674,-0.005683,0.034203,0.032539,0.03421,0.008316,0.021218,0.02917,0.02757,-0.00772,-0.00258,0.008046,0.003041,6,6
0.000107,-0.001636,0.001743,0.001903,-0.028278,-0.000743,0.030582,0.010801,0.018315,-0.002229,0.024492,0.016586,0.000518,0.001201,0.000522,0.001221,0.023958,0.000377,0.024749,0.006554,-0.285248,-0.186731,0.440068,0.201626,0.256157,-0.025689,0.256157,0.046085,0.013284,0.005378,0.013284,0.007033,0.018963,0.010811,0.019799,0.01598,-0.19666,0.011278,0.560488,0.141397,0.247603,0.044665,0.247603,0.050463,0.010013,0.00384,0.011542,0.0044,0.000416,-0.001231,0.00067,0.001544,-0.011398,0.021935,0.081367,0.025073,0.022616,0.012425,0.022616,0.012698,0.000073,0.000066,0.00112,0.000475,6,6
-0.000367,-0.001365,0.00037,0.001365,-0.013316,-0.024981,0.018661,0.025,0.028385,-0.009041,0.029385,0.010638,-0.000529,-0.00117,0.000731,0.001237,0.003376,-0.00071,0.004277,0.004813,-0.288293,0.03433,0.422687,0.116724,0.356097,-0.055178,0.405482,0.08979,-0.000095,-0.009578,0.005248,0.009578,0.001746,-0.001091,0.002391,0.004648,-0.221102,0.100805,0.32636,0.189209,0.230703,0.091509,0.349762,0.171932,0.004131,-0.001931,0.007872,0.004616,-0.000384,-0.002314,0.000384,0.002314,0.004709,-0.020912,0.006102,0.020912,-0.003251,-0.023725,0.008561,0.023777,0.004202,-0.000245,0.004434,0.001148,6,6
