@relation Features
@ATTRIBUTE word0 NUMERIC
@ATTRIBUTE word1 NUMERIC
@ATTRIBUTE word2 NUMERIC
@ATTRIBUTE word3 NUMERIC
@ATTRIBUTE word4 NUMERIC
@ATTRIBUTE word5 NUMERIC
@ATTRIBUTE word6 NUMERIC
@ATTRIBUTE word7 NUMERIC
@ATTRIBUTE word8 NUMERIC
@ATTRIBUTE word9 NUMERIC
@ATTRIBUTE word10 NUMERIC
@ATTRIBUTE word11 NUMERIC
@ATTRIBUTE word12 NUMERIC
@ATTRIBUTE word13 NUMERIC
@ATTRIBUTE word14 NUMERIC
@ATTRIBUTE word15 NUMERIC
@ATTRIBUTE word16 NUMERIC
@ATTRIBUTE word17 NUMERIC
@ATTRIBUTE word18 NUMERIC
@ATTRIBUTE word19 NUMERIC
@ATTRIBUTE word20 NUMERIC
@ATTRIBUTE word21 NUMERIC
@ATTRIBUTE word22 NUMERIC
@ATTRIBUTE word23 NUMERIC
@ATTRIBUTE word24 NUMERIC
@ATTRIBUTE word25 NUMERIC
@ATTRIBUTE word26 NUMERIC
@ATTRIBUTE word27 NUMERIC
@ATTRIBUTE word28 NUMERIC
@ATTRIBUTE word29 NUMERIC
@ATTRIBUTE word30 NUMERIC
@ATTRIBUTE word31 NUMERIC
@ATTRIBUTE word32 NUMERIC
@ATTRIBUTE word33 NUMERIC
@ATTRIBUTE word34 NUMERIC
@ATTRIBUTE word35 NUMERIC
@ATTRIBUTE class {1,2,3,4,5,6,7,8,9,10}
@Data
0.039088,0.039088,0.039088,0.039088,0.037296,0.028427,0.033556,0.035546,0.034591,0.026856,0.039088,0.039088,0.021268,0.022726,0.018518,0.016306,0.013047,0.013947,0.032203,0.017518,0.021077,0.026834,0.026516,0.023516,0.039088,0.039088,0.039088,0.0137,0.009409,0.010479,0.008945,0.021667,0.023626,0.036924,0.039088,0.034627,4
0.020134,0.029098,0.039262,0.042626,0.042626,0.042626,0.041603,0.029112,0.025363,0.020432,0.023033,0.026267,0.023964,0.026698,0.01286,0.013639,0.014996,0.019358,0.020317,0.022154,0.032153,0.042626,0.042626,0.042626,0.042626,0.042626,0.028412,0.016608,0.01094,0.012438,0.014191,0.021869,0.020299,0.031844,0.036757,0.025191,6
0.040386,0.040386,0.040386,0.040386,0.040386,0.023309,0.015982,0.019191,0.040386,0.038377,0.040386,0.034928,0.020405,0.024394,0.012785,0.011574,0.010819,0.020135,0.037373,0.020721,0.018115,0.02636,0.040386,0.040386,0.036003,0.029395,0.040386,0.021809,0.011262,0.01168,0.012428,0.026969,0.026147,0.02798,0.027914,0.030085,5
0.036615,0.036615,0.035291,0.033766,0.036615,0.033352,0.030573,0.035214,0.032044,0.036615,0.027043,0.018293,0.013598,0.015628,0.013091,0.018666,0.027843,0.036615,0.031908,0.0313,0.030433,0.020887,0.02892,0.036615,0.036615,0.036615,0.036395,0.036615,0.025636,0.017045,0.009571,0.013671,0.010373,0.018074,0.025238,0.036615,6
0.027848,0.01929,0.018367,0.024671,0.038194,0.038194,0.038194,0.038194,0.036797,0.024505,0.023765,0.022579,0.022292,0.026826,0.022869,0.01797,0.019044,0.023496,0.028684,0.027526,0.028714,0.037974,0.038194,0.038194,0.038194,0.038194,0.032821,0.018691,0.012177,0.011211,0.012761,0.023819,0.027689,0.033508,0.038194,0.030362,6
0.027657,0.027526,0.027951,0.023648,0.035242,0.038077,0.038077,0.038077,0.03394,0.026034,0.019023,0.018325,0.011556,0.024617,0.015481,0.020068,0.021285,0.028279,0.038077,0.038077,0.038077,0.029549,0.032609,0.036125,0.038077,0.038077,0.038077,0.035012,0.022825,0.021014,0.012237,0.01904,0.014773,0.018525,0.021381,0.033584,7
0.040816,0.037822,0.026155,0.023025,0.028924,0.019202,0.020047,0.040098,0.040816,0.034771,0.031853,0.03009,0.017752,0.021435,0.007297,0.013279,0.016253,0.028162,0.040678,0.028338,0.030972,0.040816,0.040816,0.034044,0.02717,0.028181,0.040816,0.040816,0.025916,0.019704,0.016076,0.022531,0.010396,0.015829,0.020983,0.038125,6
0.013268,0.02072,0.03645,0.043099,0.043099,0.043099,0.028693,0.020625,0.014742,0.014742,0.021482,0.031141,0.033993,0.032499,0.022333,0.019893,0.015478,0.012071,0.023358,0.018866,0.027541,0.043099,0.043099,0.043099,0.043099,0.037628,0.031595,0.015155,0.015116,0.014876,0.018841,0.026065,0.030479,0.042421,0.034837,0.0234,6
0.01467,0.015056,0.019088,0.039588,0.048788,0.048788,0.048788,0.033921,0.01799,0.018241,0.022915,0.027528,0.032261,0.048788,0.044393,0.019664,0.014001,0.013939,0.010068,0.012981,0.036215,0.048788,0.048788,0.048788,0.022799,0.015891,0.011566,0.012965,0.009757,0.014509,0.026345,0.048788,0.044131,0.022072,0.020545,0.016598,6
0.023648,0.022668,0.032612,0.04457,0.04457,0.04457,0.04457,0.03487,0.024484,0.019247,0.012524,0.020743,0.020936,0.04457,0.014116,0.020397,0.016191,0.020099,0.025443,0.021526,0.027656,0.034486,0.04457,0.04457,0.04457,0.028888,0.023594,0.021679,0.013314,0.018819,0.016768,0.04457,0.023939,0.022779,0.016135,0.021302,6
0.041292,0.041292,0.034784,0.030627,0.029026,0.022134,0.025788,0.026815,0.041292,0.041292,0.032962,0.01735,0.011061,0.016405,0.014324,0.016233,0.016426,0.026423,0.041292,0.041292,0.041292,0.03511,0.037608,0.03132,0.035595,0.037932,0.041292,0.026443,0.017093,0.012757,0.007084,0.015527,0.011741,0.020524,0.02858,0.031992,7
0.033725,0.028391,0.029111,0.038077,0.038077,0.038077,0.026634,0.03234,0.035952,0.03059,0.024485,0.020668,0.019838,0.029659,0.01576,0.014604,0.016625,0.023707,0.038077,0.038077,0.038077,0.038077,0.038077,0.038077,0.026452,0.022565,0.025632,0.026471,0.018857,0.01479,0.014236,0.027323,0.024585,0.024182,0.024867,0.025259,4
0.037569,0.0378,0.0378,0.037759,0.0378,0.029874,0.030316,0.028917,0.033698,0.03096,0.015181,0.014813,0.010504,0.021758,0.015805,0.021085,0.022567,0.033863,0.0378,0.0378,0.0378,0.036914,0.033,0.030619,0.0378,0.0284,0.032685,0.026266,0.018132,0.025669,0.017698,0.024727,0.01341,0.020127,0.018184,0.024902,5
0.023494,0.022452,0.031956,0.048354,0.048354,0.048354,0.041589,0.035185,0.024711,0.02211,0.013965,0.017441,0.024826,0.028994,0.01415,0.017239,0.022447,0.025103,0.014633,0.016806,0.026672,0.048354,0.048354,0.048354,0.045793,0.030006,0.020531,0.019666,0.01415,0.016936,0.021322,0.039797,0.027306,0.019675,0.011757,0.019161,6
0.012593,0.016409,0.032024,0.055348,0.055348,0.055348,0.055348,0.030272,0.013514,0.012286,0.01005,0.01979,0.025411,0.036234,0.018315,0.013083,0.008933,0.012346,0.018636,0.02957,0.055348,0.055348,0.055348,0.055348,0.031555,0.019699,0.016582,0.012759,0.012067,0.01949,0.024114,0.043974,0.02688,0.016817,0.011093,0.012721,5
0.024094,0.026148,0.022353,0.022065,0.049478,0.049478,0.049478,0.027322,0.025583,0.019921,0.03384,0.024847,0.016685,0.03184,0.034212,0.024681,0.018517,0.016536,0.029892,0.031448,0.015827,0.023972,0.049478,0.049478,0.049478,0.026466,0.019824,0.020513,0.014424,0.009671,0.00724,0.019501,0.023784,0.025979,0.033764,0.032185,7
0.040453,0.040453,0.040453,0.040453,0.023371,0.016931,0.022754,0.025669,0.031091,0.028753,0.02705,0.025752,0.020651,0.018684,0.010793,0.023526,0.034163,0.031579,0.040453,0.040453,0.035555,0.032645,0.027008,0.01885,0.02133,0.027446,0.03395,0.036689,0.02369,0.016947,0.014198,0.018785,0.012665,0.022008,0.036142,0.038611,5
0.029305,0.037768,0.037768,0.036347,0.037768,0.037768,0.030318,0.019892,0.021255,0.025322,0.027525,0.02966,0.026098,0.027886,0.020961,0.015697,0.014967,0.019281,0.024173,0.017258,0.017233,0.025925,0.037768,0.037768,0.037768,0.037768,0.037768,0.017755,0.01461,0.01546,0.019574,0.029522,0.037624,0.037768,0.034664,0.024007,6
0.025907,0.034491,0.040972,0.040972,0.040972,0.040972,0.039271,0.025525,0.020515,0.021607,0.02003,0.024084,0.014885,0.02818,0.011651,0.019146,0.017586,0.021005,0.028223,0.030993,0.040972,0.040972,0.040972,0.040972,0.040972,0.034795,0.026199,0.02469,0.018545,0.020162,0.013202,0.027507,0.015362,0.024964,0.019178,0.023545,4
0.025257,0.025147,0.027016,0.038825,0.040194,0.040194,0.040194,0.040194,0.026067,0.02006,0.019436,0.02106,0.026129,0.035412,0.02022,0.01251,0.01206,0.016555,0.032809,0.040194,0.040194,0.040194,0.040194,0.038662,0.027723,0.023554,0.024415,0.012897,0.014452,0.021663,0.034693,0.040194,0.029913,0.018881,0.01694,0.015902,6
0.017187,0.01671,0.041427,0.047839,0.047839,0.037309,0.022835,0.018969,0.019491,0.020858,0.036781,0.047839,0.047839,0.026709,0.016558,0.01499,0.012292,0.014846,0.012606,0.012591,0.018646,0.032272,0.047839,0.047839,0.047839,0.027375,0.015862,0.011759,0.009498,0.013185,0.013822,0.024447,0.032269,0.047839,0.047839,0.028157,7
0.01248,0.0154,0.017929,0.04259,0.04259,0.04259,0.04259,0.019676,0.017812,0.01864,0.031018,0.028832,0.04259,0.04259,0.023113,0.013523,0.012087,0.013733,0.019028,0.018648,0.030442,0.039488,0.04259,0.04259,0.042403,0.02182,0.02129,0.01231,0.009696,0.011424,0.025797,0.04259,0.038653,0.035528,0.040104,0.025819,5
0.026141,0.032983,0.047053,0.047053,0.047053,0.036057,0.032101,0.019659,0.02069,0.014037,0.009848,0.019524,0.009715,0.044859,0.010857,0.022104,0.012932,0.014839,0.024256,0.022541,0.02647,0.034298,0.047053,0.047053,0.047053,0.047053,0.035844,0.018668,0.006899,0.011324,0.00418,0.027181,0.014219,0.046711,0.044738,0.026952,4
0.021455,0.013745,0.016754,0.031193,0.039885,0.039885,0.039885,0.039885,0.035558,0.025393,0.013324,0.016891,0.016848,0.039885,0.023464,0.028288,0.028194,0.033743,0.036297,0.035422,0.039885,0.039885,0.039885,0.033766,0.026405,0.022827,0.03025,0.020066,0.016547,0.019487,0.015717,0.039885,0.020001,0.021486,0.01673,0.02119,6
0.034256,0.023263,0.026295,0.040447,0.040447,0.040447,0.040447,0.036622,0.039457,0.027624,0.021492,0.020606,0.019444,0.033687,0.018009,0.016598,0.01604,0.024071,0.024175,0.035531,0.040447,0.040447,0.040447,0.040447,0.036097,0.029464,0.022383,0.016249,0.011891,0.011835,0.011554,0.026651,0.023317,0.027157,0.022722,0.019938,7
0.014899,0.013838,0.030188,0.057777,0.057777,0.045156,0.021083,0.014698,0.015457,0.02394,0.013762,0.018101,0.026839,0.057777,0.01134,0.017702,0.015233,0.024841,0.01968,0.013415,0.018003,0.038259,0.057777,0.057777,0.036161,0.02701,0.023018,0.030056,0.016978,0.021247,0.021705,0.057777,0.020847,0.017396,0.013055,0.029429,5
0.020315,0.028612,0.044071,0.044287,0.044287,0.044287,0.044287,0.027907,0.018048,0.017746,0.021939,0.027518,0.023177,0.032703,0.020296,0.015683,0.011639,0.014292,0.027803,0.044287,0.044287,0.044287,0.044287,0.044287,0.034683,0.020295,0.02084,0.01501,0.012697,0.015965,0.015032,0.0312,0.028946,0.024122,0.014602,0.016275,6
0.029635,0.034248,0.039231,0.039231,0.039231,0.023712,0.01853,0.021835,0.02476,0.039231,0.029481,0.029633,0.027462,0.037956,0.013082,0.012922,0.015473,0.033162,0.024853,0.02164,0.024133,0.030877,0.039231,0.039231,0.02578,0.021562,0.025584,0.039231,0.019316,0.017352,0.018932,0.036759,0.019231,0.021579,0.026664,0.039231,7
0.025479,0.024023,0.029132,0.034979,0.04485,0.04485,0.04485,0.04485,0.028733,0.014933,0.015659,0.018401,0.02195,0.037221,0.022521,0.015365,0.01159,0.013383,0.030203,0.04485,0.04485,0.04485,0.04485,0.04485,0.024195,0.01861,0.021916,0.019833,0.022267,0.030401,0.029261,0.031041,0.017486,0.012433,0.010126,0.015205,6
0.014807,0.023905,0.033151,0.039158,0.040362,0.040362,0.040362,0.040362,0.025993,0.01548,0.040362,0.040362,0.040362,0.026199,0.013976,0.009108,0.007995,0.009781,0.023124,0.040362,0.038803,0.027737,0.037531,0.040362,0.03998,0.0278,0.019031,0.013435,0.015451,0.023721,0.020242,0.021849,0.027837,0.031991,0.028056,0.020595,6
0.040527,0.035884,0.019684,0.016076,0.024599,0.039178,0.040527,0.040527,0.040527,0.040527,0.034536,0.025646,0.025705,0.028004,0.017443,0.014273,0.015838,0.031123,0.039141,0.040527,0.040527,0.026372,0.02334,0.026445,0.022815,0.022997,0.036306,0.018581,0.016359,0.015636,0.01721,0.026747,0.024522,0.02586,0.022513,0.023477,6
0.016794,0.018682,0.044897,0.053747,0.053747,0.053747,0.035672,0.020065,0.015928,0.014036,0.010333,0.021038,0.030699,0.042985,0.02196,0.017048,0.010348,0.013485,0.02403,0.020144,0.033899,0.053747,0.053747,0.053747,0.041805,0.017483,0.020576,0.015262,0.013309,0.013662,0.016713,0.042612,0.032689,0.025353,0.012739,0.013274,5
0.024103,0.026203,0.029761,0.039108,0.0413,0.0413,0.0413,0.033371,0.027517,0.021934,0.019721,0.016744,0.017864,0.024594,0.024891,0.023085,0.022715,0.023492,0.026802,0.034862,0.0413,0.0413,0.0413,0.0413,0.033952,0.021754,0.021134,0.023338,0.023567,0.021983,0.022413,0.027127,0.021954,0.0184,0.018144,0.020364,5
0.037185,0.032409,0.024308,0.021897,0.021561,0.024101,0.032536,0.031666,0.037185,0.03697,0.037185,0.032604,0.023392,0.021134,0.018052,0.021012,0.018788,0.023969,0.037185,0.027306,0.021125,0.02619,0.027708,0.025892,0.035235,0.037185,0.037185,0.024837,0.016485,0.013617,0.01358,0.019842,0.029116,0.037185,0.037185,0.037185,7
0.019376,0.021851,0.031962,0.047214,0.047214,0.047214,0.024208,0.018339,0.019797,0.019045,0.02305,0.034824,0.036586,0.047214,0.040951,0.01654,0.010651,0.016113,0.020898,0.019981,0.020729,0.036588,0.047214,0.047214,0.03017,0.02243,0.022303,0.017669,0.011073,0.014256,0.0175,0.047214,0.044044,0.023471,0.015879,0.01922,5
0.03742,0.03742,0.029443,0.03742,0.03742,0.03742,0.028507,0.026643,0.03742,0.03742,0.03742,0.026082,0.017452,0.025179,0.014511,0.015806,0.017264,0.026461,0.021775,0.026664,0.032104,0.033807,0.03742,0.034453,0.034564,0.028564,0.02265,0.021873,0.022994,0.021427,0.016301,0.027836,0.01793,0.022199,0.024588,0.026142,4
0.030045,0.038419,0.038419,0.038419,0.038419,0.033187,0.028487,0.037484,0.031881,0.028189,0.031352,0.028349,0.023143,0.021349,0.013886,0.016814,0.021168,0.028222,0.023117,0.023339,0.020588,0.030482,0.038419,0.038419,0.038419,0.035957,0.024342,0.016238,0.014044,0.014234,0.015679,0.026229,0.024681,0.035757,0.031147,0.021677,4
0.043974,0.035372,0.025372,0.015689,0.030417,0.021197,0.030911,0.031678,0.041685,0.043974,0.043974,0.023891,0.007929,0.017102,0.006991,0.017708,0.024141,0.043974,0.040058,0.028489,0.029598,0.023116,0.036604,0.022548,0.029368,0.029049,0.039775,0.043974,0.029958,0.021999,0.006101,0.019,0.005485,0.019681,0.025241,0.043974,6
0.035629,0.037653,0.037653,0.037653,0.037653,0.037653,0.029099,0.023789,0.03062,0.023966,0.03316,0.03623,0.025614,0.02044,0.016636,0.012777,0.011446,0.014487,0.024168,0.01956,0.024612,0.032708,0.037653,0.037653,0.037653,0.037653,0.037653,0.013688,0.0111,0.011501,0.013728,0.020724,0.03286,0.037653,0.037653,0.029615,6
0.038512,0.038512,0.038406,0.038512,0.032919,0.029126,0.026899,0.02133,0.036463,0.031412,0.030912,0.021816,0.023218,0.026435,0.017149,0.014988,0.014263,0.022723,0.032302,0.024697,0.035401,0.038512,0.038512,0.038512,0.036036,0.024551,0.029997,0.027424,0.017161,0.014096,0.018216,0.025199,0.021821,0.020715,0.023143,0.03011,6
0.037544,0.03488,0.037931,0.037931,0.037931,0.037931,0.037931,0.027713,0.029736,0.025794,0.030111,0.031432,0.026188,0.024089,0.015597,0.015978,0.015584,0.020208,0.033544,0.026661,0.032252,0.037931,0.037931,0.030829,0.027806,0.026746,0.030817,0.018882,0.013427,0.013211,0.013958,0.024361,0.023712,0.031402,0.029087,0.022934,7
0.018846,0.021031,0.020387,0.030044,0.041158,0.041158,0.041158,0.02548,0.017921,0.022086,0.027402,0.02743,0.020362,0.028318,0.021622,0.018924,0.019406,0.020901,0.020564,0.01042,0.016284,0.02851,0.041158,0.041158,0.041158,0.039528,0.037919,0.016747,0.014476,0.019476,0.017017,0.032243,0.041158,0.041158,0.038924,0.038471,6
0.018505,0.029939,0.044129,0.048572,0.048572,0.048572,0.021042,0.011474,0.011011,0.011857,0.025584,0.041908,0.03291,0.039954,0.01293,0.008673,0.004456,0.007431,0.0146,0.015917,0.032905,0.048572,0.048572,0.048572,0.048572,0.031841,0.015724,0.012993,0.005343,0.00998,0.01441,0.039032,0.03053,0.046682,0.045265,0.022969,7
0.028045,0.016041,0.019968,0.026852,0.02797,0.034781,0.041136,0.041136,0.041136,0.041136,0.038003,0.016001,0.012691,0.016792,0.023518,0.016391,0.025194,0.041136,0.041136,0.041136,0.041136,0.034721,0.020339,0.012174,0.011237,0.01688,0.034838,0.041136,0.023098,0.015063,0.012573,0.018258,0.036553,0.023735,0.026925,0.041136,7
0.040178,0.040178,0.040178,0.040178,0.036163,0.019677,0.017758,0.01444,0.02465,0.029717,0.033552,0.030777,0.017588,0.027924,0.017882,0.021722,0.019641,0.024508,0.020121,0.019903,0.028265,0.036045,0.040178,0.040178,0.040178,0.029909,0.027532,0.018037,0.013057,0.015537,0.01504,0.040178,0.038962,0.03499,0.023632,0.021547,7
0.020479,0.026448,0.035763,0.043684,0.043684,0.043684,0.037188,0.030687,0.022084,0.03176,0.027583,0.017795,0.018794,0.023133,0.013805,0.015753,0.028744,0.033909,0.027227,0.032705,0.036639,0.043684,0.043684,0.033602,0.023597,0.021072,0.021704,0.037995,0.015378,0.014798,0.017931,0.021503,0.013854,0.015003,0.020962,0.043684,7
0.0125,0.010298,0.01366,0.016588,0.039931,0.039931,0.039931,0.038048,0.018724,0.021141,0.030557,0.030619,0.03266,0.039931,0.038591,0.030018,0.022351,0.017422,0.018292,0.033753,0.031128,0.030735,0.039931,0.039931,0.03175,0.021667,0.014197,0.014309,0.016293,0.015477,0.020493,0.039931,0.039931,0.039931,0.039931,0.019421,7
0.015954,0.053497,0.053497,0.053497,0.053497,0.024088,0.006354,0.004419,0.005273,0.026814,0.053497,0.053497,0.053497,0.03941,0.011387,0.003654,0.004793,0.011472,0.022458,0.02917,0.047104,0.053497,0.053497,0.026489,0.005714,0.003702,0.005712,0.008444,0.0335,0.053497,0.053497,0.053497,0.013251,0.003314,0.002236,0.003325,5
0.026891,0.031592,0.044153,0.044153,0.044153,0.044153,0.037318,0.023191,0.022974,0.02334,0.015282,0.02571,0.010293,0.04095,0.012497,0.022115,0.012831,0.022835,0.023938,0.021674,0.036104,0.036802,0.044153,0.044153,0.044153,0.031906,0.025884,0.026199,0.011908,0.018491,0.005837,0.035589,0.00882,0.030448,0.0215,0.028012,5
0.037822,0.027842,0.024292,0.033094,0.037822,0.037822,0.037822,0.037822,0.037822,0.025122,0.018896,0.017949,0.018949,0.027934,0.019712,0.015121,0.016796,0.024388,0.037822,0.037822,0.037822,0.037822,0.037822,0.036378,0.025892,0.025679,0.035682,0.02358,0.01832,0.014862,0.01737,0.030256,0.023938,0.018699,0.019467,0.023734,4
0.038088,0.038088,0.038088,0.036862,0.030244,0.023129,0.02512,0.037741,0.038088,0.024807,0.024206,0.0266,0.026752,0.027464,0.013888,0.014968,0.01498,0.020677,0.038088,0.038088,0.038088,0.033673,0.033495,0.030055,0.033244,0.031257,0.033996,0.030631,0.022127,0.018258,0.016092,0.024293,0.015345,0.016021,0.018319,0.029136,5
0.011699,0.018567,0.026196,0.052454,0.052454,0.052454,0.052454,0.025325,0.012799,0.029703,0.032316,0.025452,0.031655,0.034652,0.013495,0.012677,0.015336,0.022425,0.011067,0.022367,0.052454,0.052454,0.052454,0.052454,0.023457,0.009312,0.007896,0.021789,0.021609,0.020362,0.022617,0.041031,0.0244,0.014057,0.011373,0.016733,7
0.026011,0.042905,0.042842,0.042905,0.042905,0.042905,0.019804,0.016445,0.019507,0.019984,0.042905,0.042905,0.042905,0.036802,0.01656,0.009287,0.008916,0.011368,0.015576,0.011794,0.014602,0.029093,0.042905,0.042905,0.042905,0.033526,0.021373,0.011068,0.0139,0.024137,0.032947,0.036767,0.028816,0.029555,0.024286,0.015988,6
0.039132,0.032536,0.030988,0.02981,0.032091,0.034303,0.039132,0.039132,0.039132,0.022589,0.015219,0.015126,0.011134,0.024371,0.014086,0.023181,0.02321,0.022735,0.039132,0.039011,0.034428,0.029048,0.032977,0.033681,0.039132,0.039132,0.039132,0.01609,0.008822,0.009324,0.006631,0.023315,0.021819,0.035415,0.035405,0.029603,7
0.018625,0.027188,0.028753,0.031817,0.046854,0.046854,0.044978,0.033805,0.021448,0.014257,0.019183,0.031128,0.025564,0.036403,0.025876,0.014201,0.009594,0.013084,0.016576,0.023268,0.023591,0.0394,0.046854,0.046854,0.046854,0.046854,0.027965,0.011336,0.008167,0.011594,0.011743,0.03347,0.030675,0.034054,0.032956,0.018176,6
0.041378,0.043708,0.043708,0.018613,0.013472,0.012298,0.012501,0.018278,0.027338,0.031492,0.041356,0.041599,0.019032,0.019057,0.019184,0.021175,0.023147,0.023917,0.037712,0.037985,0.021756,0.010728,0.016291,0.020909,0.043708,0.043708,0.041531,0.036061,0.022007,0.016316,0.017814,0.026331,0.031534,0.029442,0.036962,0.037949,8
0.023996,0.023145,0.032531,0.038256,0.038256,0.038256,0.038256,0.038256,0.038256,0.026659,0.016517,0.0152,0.013059,0.018836,0.016768,0.014097,0.015355,0.026215,0.038256,0.03624,0.025884,0.035863,0.038256,0.038256,0.029809,0.030683,0.038256,0.038256,0.029019,0.017288,0.018847,0.021814,0.017501,0.014161,0.021445,0.038256,4
0.040143,0.03617,0.028486,0.014913,0.029301,0.017634,0.036767,0.040143,0.040143,0.040143,0.027436,0.026755,0.007577,0.03229,0.005188,0.020574,0.021085,0.039181,0.040143,0.040143,0.029126,0.01438,0.027698,0.01615,0.033591,0.040143,0.040143,0.040143,0.024637,0.021839,0.006472,0.02844,0.005079,0.022442,0.025362,0.040143,5
